listing_id,business_name,address,orgid,Rating,Rating Count,phone,website,domain,chain_name,lat,lon,in_chain,in_search,Category1,Category2,Category3,Category4,Category5,Category6,Category7
CID:12397601923931653324,Safeway Bakery,"15 Marina Blvd, San Francisco, CA 94123",safeway,0,0,(415) 563-4946,local.safeway.com,safeway,Safeway,37.8043948,-122.4328779,TRUE,TRUE,Bakery,,,,,,
CID:8849924938300440871,Safeway Liquor,"625 Monterey Blvd, San Francisco, CA 94127",safeway,3.8,10,,safeway.com,safeway,Safeway,37.7312905,-122.4501739,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:8439807143000529975,Safeway,"625 Monterey Blvd, San Francisco, CA 94127",safeway,3.9,641,(415) 586-2421,local.safeway.com,safeway,Safeway,37.7312957,-122.4499683,TRUE,TRUE,Grocery,,,,,,
CID:15560009033374920761,Safeway Bakery,"5290 Diamond Heights Blvd, San Francisco, CA 94131",safeway,3,2,(415) 824-7744,local.safeway.com,safeway,Safeway,37.7435556,-122.4391154,TRUE,TRUE,Bakery,,,,,,
CID:11288679379882957590,Safeway Liquor,"San Francisco, CA 94131",safeway,5,1,,safeway.com,safeway,Safeway,37.7435556,-122.4391154,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:7531888194285165342,Safeway,"350 Bay St, San Francisco, CA 94133",safeway,3.5,6,(415) 781-4374,safeway.com,safeway,Safeway,37.8061485,-122.4129638,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:15159580556664922309,Safeway Bakery,"350 Bay St, San Francisco, CA 94133",safeway,3.5,5,(415) 781-4374,local.safeway.com,safeway,Safeway,37.8058425,-122.4129875,TRUE,TRUE,Bakery,,,,,,
CID:12413648395068144187,Safeway,"350 Bay St, San Francisco, CA 94133",safeway,4,1007,(415) 781-4374,local.safeway.com,safeway,Safeway,37.8061408,-122.4132916,TRUE,TRUE,Grocery,,,,,,
CID:7461520239085824082,Safeway Liquor,"2811 Middlefield Rd, Palo Alto, CA 94306",safeway,4.5,4,(650) 321-8400,safeway.com,safeway,Safeway,37.4328208,-122.1274172,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:4288615297514403382,Safeway,"2811 Middlefield Rd, Palo Alto, CA 94306",safeway,3.8,602,(650) 321-8400,local.safeway.com,safeway,Safeway,37.4328752,-122.1272763,TRUE,TRUE,Grocery,,,,,,
CID:10340940299955274267,Signature Cafe,"2827 Middlefield Rd, Palo Alto, CA 94306",safeway,4,1,,,,Safeway,37.4326968,-122.1273041,TRUE,TRUE,Cafe,,,,,,
CID:8977971652904643359,Safeway Liquor,"860 N Delaware St, San Mateo, CA 94401",safeway,4.7,3,(650) 341-0374,safeway.com,safeway,Safeway,37.5803929,-122.3328059,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:12645925887867119085,Safeway,"860 N Delaware St, San Mateo, CA 94401",safeway,4.1,422,(650) 347-2704,local.safeway.com,safeway,Safeway,37.5803669,-122.332824,TRUE,TRUE,Grocery,,,,,,
CID:8217239597313946230,Safeway Bakery,"100 De Anza Blvd, San Mateo, CA 94402",safeway,0,0,(650) 341-4039,local.safeway.com,safeway,Safeway,37.5207947,-122.3378013,TRUE,TRUE,Bakery,,,,,,
CID:5844946272945062180,Safeway,"100 De Anza Blvd, San Mateo, CA 94402",safeway,4.2,344,(650) 341-4039,local.safeway.com,safeway,Safeway,37.5208108,-122.337834,TRUE,TRUE,Grocery,,,,,,
CID:4651575806379271287,Safeway,"1655 El Camino Real, San Mateo, CA 94402",safeway,4,1548,(650) 341-0374,local.safeway.com,safeway,Safeway,37.5532143,-122.3136738,TRUE,TRUE,Grocery,,,,,,
CID:2734910808600977420,Safeway Bakery,"1655 El Camino Real, San Mateo, CA 94402",safeway,0,0,(650) 341-0374,local.safeway.com,safeway,Safeway,37.5535205,-122.3136808,TRUE,TRUE,Bakery,,,,,,
CID:16692807338705619543,Safeway Liquor,"San Mateo, CA 94402",safeway,4,4,,safeway.com,safeway,Safeway,37.5532578,-122.3133954,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:1228289572263263486,Safeway Liquor,"921 E Hillsdale Blvd, Foster City, CA 94404",safeway,4.1,27,(650) 377-0711,safeway.com,safeway,Safeway,37.5566734,-122.276087,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:6248343158894452564,Safeway Bakery,"2227 S Shore Center, Alameda, CA 94501",safeway,0,1,(510) 863-9000,local.safeway.com,safeway,Safeway,37.7572388,-122.2508653,TRUE,TRUE,Bakery,,,,,,
CID:4601201595445734119,Safeway,"2227 S Shore Center, Alameda, CA 94501",safeway,4.2,1574,(510) 863-9000,local.safeway.com,safeway,Safeway,37.7572555,-122.2508336,TRUE,TRUE,Grocery,,,,,,
CID:5433901698797555656,Safeway,"2600 5th St, Alameda, CA 94501",safeway,4.2,1369,(510) 523-1804,local.safeway.com,safeway,Safeway,37.7854974,-122.2805679,TRUE,TRUE,Grocery,,,,,,
CID:5431755744183311991,Safeway,"501 Willie Stargell Ave, Alameda, CA 94501",safeway,4.1,118,(510) 523-1827,local.safeway.com,safeway,Safeway,37.7854271,-122.2798271,TRUE,TRUE,Supermarket,,"Beer, Wine & Spirits",,,,
CID:227475909788127504,Safeway Liquor,"Alameda, CA 94501",safeway,4,2,,safeway.com,safeway,Safeway,37.7855231,-122.2804469,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:5006329060110085927,Safeway,"867 Island Dr, Alameda, CA 94502",safeway,4.1,420,(510) 521-4833,local.safeway.com,safeway,Safeway,37.7379044,-122.2394204,TRUE,TRUE,Grocery,,,,,,
CID:2921764629474007466,Safeway Liquor,"867 Island Dr, Alameda, CA 94502",safeway,3,2,,safeway.com,safeway,Safeway,37.7379994,-122.2395977,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:16968187942831487241,Safeway Bakery,"867 Island Dr, Alameda, CA 94502",safeway,0,0,(510) 521-4833,local.safeway.com,safeway,Safeway,37.7379402,-122.2395305,TRUE,TRUE,Bakery,,,,,,
CID:13718747012443450493,Safeway Bakery,"103 American Canyon Rd, American Canyon, CA 94503",safeway,0,0,(707) 649-5150,local.safeway.com,safeway,Safeway,38.1646336,-122.2550716,TRUE,TRUE,Bakery,,,,,,
CID:10229744042245931017,Safeway,"103 American Canyon Rd, American Canyon, CA 94503",safeway,4.1,1653,(707) 649-5150,local.safeway.com,safeway,Safeway,38.1646328,-122.2550382,TRUE,TRUE,Grocery,,,,,,
CID:621277507416983588,Signature Cafe,"American Canyon, CA 94503",safeway,0,0,(707) 649-5150,safeway.com,safeway,Safeway,38.1644662,-122.2547945,TRUE,TRUE,Cafe,,,,,,
CID:10008504208084123163,Safeway Liquor,"American Canyon, CA 94503",safeway,4,3,(707) 649-5150,safeway.com,safeway,Safeway,38.1645183,-122.2549152,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:17322283492448769942,Safeway Bakery,"14840 CA-4, Discovery Bay, CA 94505",safeway,0,0,(925) 626-6000,local.safeway.com,safeway,Safeway,37.8905438,-121.6213134,TRUE,TRUE,Bakery,,,,,,
CID:12738412755810330149,Safeway,"14840 CA-4, Discovery Bay, CA 94505",safeway,4.2,679,(925) 626-6000,local.safeway.com,safeway,Safeway,37.8907004,-121.6215187,TRUE,TRUE,Grocery,,,,,,
CID:8768762879018902663,Safeway Liquor,"Discovery Bay, CA 94505",safeway,5,1,,safeway.com,safeway,Safeway,37.8907082,-121.6215155,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:17796935164962689017,Safeway Bakery,"3496 Camino Tassajara, Danville, CA 94506",safeway,0,0,(925) 736-0298,local.safeway.com,safeway,Safeway,37.7975558,-121.9175117,TRUE,TRUE,Bakery,,,,,,
CID:13248133421523637861,Safeway,"3496 Camino Tassajara, Danville, CA 94506",safeway,4.2,363,(925) 736-0298,local.safeway.com,safeway,Safeway,37.7980836,-121.9177857,TRUE,TRUE,Grocery,,,,,,
CID:4016382334400536281,Safeway,"200 Alamo Plaza, Alamo, CA 94507",safeway,4.1,347,(925) 820-8022,local.safeway.com,safeway,Safeway,37.8507636,-122.0350826,TRUE,TRUE,Grocery,,,,,,
CID:10478718159865799483,Safeway Bakery,"200 Alamo Plaza, Alamo, CA 94507",safeway,0,0,(925) 820-8022,local.safeway.com,safeway,Safeway,37.8508355,-122.035163,TRUE,TRUE,Bakery,,,,,,
CID:12855518949274088117,Safeway,"50 Solano Square, Benicia, CA 94510",safeway,3.9,549,(707) 745-4047,local.safeway.com,safeway,Safeway,38.0547953,-122.1559283,TRUE,TRUE,Grocery,,,,,,
CID:10690778927970335300,Safeway Bakery,"50 Solano Square, Benicia, CA 94510",safeway,0,0,(707) 745-4047,local.safeway.com,safeway,Safeway,38.0548033,-122.1557116,TRUE,TRUE,Bakery,,,,,,
CID:18395193645851551522,Safeway Liquor,"70 Solano Square, Benicia, CA 94510",safeway,0,0,,safeway.com,safeway,Safeway,38.0543563,-122.1547483,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:7011026764168242514,Safeway,"1125 2nd St, Brentwood, CA 94513",safeway,4.1,678,(925) 634-6780,local.safeway.com,safeway,Safeway,37.9358241,-121.699179,TRUE,TRUE,Grocery,,,,,,
CID:18064004074928917190,Safeway Bakery,"1125 2nd St, Brentwood, CA 94513",safeway,0,0,(925) 634-6780,local.safeway.com,safeway,Safeway,37.9358834,-121.6991489,TRUE,TRUE,Bakery,,,,,,
CID:3124941219142260986,Safeway Bakery,"3110 Balfour Rd, Brentwood, CA 94513",safeway,0,0,(925) 626-6020,local.safeway.com,safeway,Safeway,37.9240775,-121.7218615,TRUE,TRUE,Bakery,,,,,,
CID:16592935960084670,Safeway,"3110 Balfour Rd, Brentwood, CA 94513",safeway,4.4,828,(925) 626-6020,local.safeway.com,safeway,Safeway,37.9239947,-121.7218519,TRUE,TRUE,Grocery,,,,,,
CID:11814580126194430648,Safeway Liquor,"3140 Balfour Rd, Brentwood, CA 94513",safeway,4.5,2,,safeway.com,safeway,Safeway,37.9246716,-121.7232419,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:5605351904221189651,Safeway Liquor,"1536 Kirker Pass Rd, Clayton, CA 94517",safeway,5,1,,safeway.com,safeway,Safeway,37.9535231,-121.9549258,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:8686540890916985236,Safeway,"5431 Clayton Rd, Clayton, CA 94517",safeway,4.2,850,(925) 672-2135,local.safeway.com,safeway,Safeway,37.9537452,-121.9534559,TRUE,TRUE,Grocery,,,,,,
CID:8618378578326293625,Safeway Bakery,"5431 Clayton Rd, Clayton, CA 94517",safeway,0,0,(925) 672-2135,local.safeway.com,safeway,Safeway,37.9538261,-121.9537169,TRUE,TRUE,Bakery,,,,,,
CID:66962991535147308,Safeway,"2600 Willow Pass Rd, Concord, CA 94519",safeway,4,1931,(925) 689-3240,local.safeway.com,safeway,Safeway,37.9781879,-122.0280829,TRUE,TRUE,Grocery,,,,,,
CID:3267388196968957829,Safeway Bakery,"2600 Willow Pass Rd, Concord, CA 94519",safeway,0,0,(925) 689-3240,local.safeway.com,safeway,Safeway,37.9781215,-122.0281614,TRUE,TRUE,Bakery,,,,,,
CID:11618110799970536142,Safeway Liquor,"4309 Clayton Rd #94, Concord, CA 94521",safeway,0,0,,safeway.com,safeway,Safeway,37.9661657,-121.9911817,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:596114829290820872,Safeway Bakery,"4309 Clayton Rd, Concord, CA 94521",safeway,0,0,(925) 356-2710,local.safeway.com,safeway,Safeway,37.9661551,-121.9907644,TRUE,TRUE,Bakery,,,,,,
CID:13349088300579253399,Safeway,"4309 Clayton Rd, Concord, CA 94521",safeway,4.2,968,(925) 356-2710,local.safeway.com,safeway,Safeway,37.9661267,-121.990716,TRUE,TRUE,Grocery,,,,,,
CID:3168157093144524030,Safeway,"1978 Contra Costa Blvd, Pleasant Hill, CA 94523",safeway,4,743,(925) 688-0680,local.safeway.com,safeway,Safeway,37.948935,-122.0579308,TRUE,TRUE,Grocery,,,,,,
CID:16775250637063595468,Safeway,"600 Patterson Blvd, Pleasant Hill, CA 94523",safeway,4.2,479,(925) 933-8243,local.safeway.com,safeway,Safeway,37.9341789,-122.0723389,TRUE,TRUE,Grocery,,,,,,
CID:4474864278727003773,Safeway,"707 Contra Costa Blvd, Pleasant Hill, CA 94523",safeway,4.1,1312,(925) 689-2044,local.safeway.com,safeway,Safeway,37.9710644,-122.0615782,TRUE,TRUE,Supermarket,,,,,,
CID:7571515445167525509,Safeway,"11450 San Pablo Ave, El Cerrito, CA 94530",safeway,4,2580,(510) 233-8400,local.safeway.com,safeway,Safeway,37.922367,-122.3154715,TRUE,TRUE,Grocery,,,,,,
CID:17781892083476711763,Safeway Bakery,"11450 San Pablo Ave, El Cerrito, CA 94530",safeway,5,1,(510) 233-8400,local.safeway.com,safeway,Safeway,37.9225409,-122.3157449,TRUE,TRUE,Bakery,,,,,,
CID:418732660412174176,Safeway Liquor,"El Cerrito, CA 94530",safeway,3.3,7,,safeway.com,safeway,Safeway,37.9224012,-122.3154463,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:8272120608416507749,Safeway,"3365 Deer Valley Rd, Antioch, CA 94531",safeway,4.1,1351,(925) 706-4150,local.safeway.com,safeway,Safeway,37.9877653,-121.7840092,TRUE,TRUE,Grocery,,,,,,
CID:4692445560726700169,Safeway Liquor,"3365 Deer Valley Rd, Antioch, CA 94531",safeway,4.5,4,(925) 706-4150,safeway.com,safeway,Safeway,37.9879215,-121.7841718,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:18158135944410489534,Safeway Bakery,"3365 Deer Valley Rd, Antioch, CA 94531",safeway,5,2,(925) 706-4150,local.safeway.com,safeway,Safeway,37.9877352,-121.784186,TRUE,TRUE,Bakery,,,,,,
CID:8663574147500851446,Safeway,"2401 Waterman Blvd, Fairfield, CA 94534",safeway,4.1,1143,(707) 427-5640,local.safeway.com,safeway,Safeway,38.2716132,-122.0529698,TRUE,TRUE,Grocery,,,,,,
CID:11518891138917364999,Safeway Liquor,"2401 Waterman Blvd, Fairfield, CA 94534",safeway,0,0,,safeway.com,safeway,Safeway,38.2716472,-122.0529375,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:10910856362654779612,Safeway Bakery,"2401 Waterman Blvd, Fairfield, CA 94534",safeway,1,1,(707) 427-5640,local.safeway.com,safeway,Safeway,38.2718815,-122.0529657,TRUE,TRUE,Bakery,,,,,,
CID:504543439085984150,Safeway,"5051 Business Center Dr, Fairfield, CA 94534",safeway,4.1,897,(707) 863-4160,local.safeway.com,safeway,Safeway,38.2168383,-122.1413456,TRUE,TRUE,Grocery,,,,,,
CID:15109159255519171033,Safeway Bakery,"5051 Business Center Dr, Fairfield, CA 94534",safeway,0,0,(707) 863-4160,local.safeway.com,safeway,Safeway,38.2168264,-122.1410736,TRUE,TRUE,Bakery,,,,,,
CID:8247837224112518545,Safeway Liquor,"5055 Business Center Dr, Fairfield, CA 94534",safeway,3.7,3,,safeway.com,safeway,Safeway,38.2167523,-122.1414386,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:15180460425743976943,Safeway,"3902 Washington Blvd, Fremont, CA 94538",safeway,3.9,1256,(510) 657-1625,local.safeway.com,safeway,Safeway,37.5316249,-121.9571513,TRUE,TRUE,Grocery,,,,,,
CID:14254716362341725105,Safeway Bakery,"3902 Washington Blvd, Fremont, CA 94538",safeway,5,1,(510) 657-1625,local.safeway.com,safeway,Safeway,37.5315046,-121.9571762,TRUE,TRUE,Bakery,,,,,,
CID:3912638694362990274,Safeway Liquor,"39100 Argonaut Way, Fremont, CA 94538",safeway,3.3,3,,safeway.com,safeway,Safeway,37.5453607,-121.9895522,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:2564937742488647827,Safeway Bakery.,"39100 Argonaut Way, Fremont, CA 94538",safeway,2.8,4,(510) 794-1666,local.safeway.com,safeway,Safeway,37.5456283,-121.9896292,TRUE,TRUE,Bakery,,,,,,
CID:10195344710466953459,Safeway,"39100 Argonaut Way, Fremont, CA 94538",safeway,4,1476,(510) 794-1666,local.safeway.com,safeway,Safeway,37.5453319,-121.9894383,TRUE,TRUE,Grocery,,,,,,
CID:14820636633039808405,Safeway Liquor,"Fremont, CA 94538",safeway,0,0,,safeway.com,safeway,Safeway,37.5315046,-121.9571762,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:17161409418025196392,Safeway Bakery,"46848 Mission Blvd, Fremont, CA 94539",safeway,0,0,(510) 497-1003,local.safeway.com,safeway,Safeway,37.4896649,-121.9275781,TRUE,TRUE,Bakery,,,,,,
CID:14568980942726892873,Safeway,"46848 Mission Blvd, Fremont, CA 94539",safeway,4,1289,(510) 497-1003,local.safeway.com,safeway,Safeway,37.4896436,-121.9274557,TRUE,TRUE,Grocery,,,,,,
CID:8355206522236313156,Safeway Bakery,"22280 Foothill Blvd, Hayward, CA 94541",safeway,0,0,(510) 582-0700,local.safeway.com,safeway,Safeway,37.6797966,-122.0834782,TRUE,TRUE,Bakery,,,,,,
CID:2616850477555882689,Safeway,"22280 Foothill Blvd, Hayward, CA 94541",safeway,4.1,1877,(510) 582-0700,local.safeway.com,safeway,Safeway,37.6798231,-122.083487,TRUE,TRUE,Grocery,,,,,,
CID:15220675447643845454,Safeway Liquor,"Hayward, CA 94541",safeway,0,0,,safeway.com,safeway,Safeway,37.6798079,-122.0831869,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:4676111160725481377,Safeway,"231 W Jackson St, Hayward, CA 94544",safeway,3.8,1084,(510) 783-8611,local.safeway.com,safeway,Safeway,37.6526998,-122.0915008,TRUE,TRUE,Grocery,,,,,,
CID:4276262313445367334,Safeway Liquor,"231 W Jackson St, Hayward, CA 94544",safeway,4.5,2,,safeway.com,safeway,Safeway,37.6524304,-122.0915048,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:1553652819904175886,Safeway Bakery,"231 W Jackson St, Hayward, CA 94544",safeway,0,1,(510) 783-8611,local.safeway.com,safeway,Safeway,37.6527118,-122.0914671,TRUE,TRUE,Bakery,,,,,,
CID:9254335242135237308,Safeway Bakery,"20629 Redwood Rd, Castro Valley, CA 94546",safeway,0,0,(510) 538-3088,local.safeway.com,safeway,Safeway,37.6962834,-122.0749241,TRUE,TRUE,Bakery,,,,,,
CID:13390012758805448394,Safeway,"20629 Redwood Rd, Castro Valley, CA 94546",safeway,4,1375,(510) 538-3088,local.safeway.com,safeway,Safeway,37.6964207,-122.0751464,TRUE,TRUE,Grocery,,,,,,
CID:2331393846043868077,Safeway Liquor,"Castro Valley, CA 94546",safeway,0,0,,safeway.com,safeway,Safeway,37.6963256,-122.0750449,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:18078107315393522578,Safeway Bakery,"4080 San Pablo Ave, Hercules, CA 94547",safeway,0,1,(510) 322-9030,local.safeway.com,safeway,Safeway,38.014788,-122.2716474,TRUE,TRUE,Bakery,,,,,,
CID:10424635105422345142,Safeway,"4080 San Pablo Ave, Hercules, CA 94547",safeway,4.3,406,(510) 322-9030,local.safeway.com,safeway,Safeway,38.0147486,-122.2715619,TRUE,TRUE,Grocery,,,,,,
CID:7146414092698020992,Safeway Liquor,"3540 Mt Diablo Blvd, Lafayette, CA 94549",safeway,5,1,,safeway.com,safeway,Safeway,37.8930274,-122.1197787,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:18047784804736350601,Safeway,"3540 Mt Diablo Blvd, Lafayette, CA 94549",safeway,4,621,(925) 283-0228,local.safeway.com,safeway,Safeway,37.8928578,-122.1194644,TRUE,TRUE,Grocery,,,,,,
CID:15425723242757269475,Safeway Liquor,"1554 First St, Livermore, CA 94550",safeway,5,2,,safeway.com,safeway,Safeway,37.6804358,-121.777421,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:14719141530140762682,Safeway,"1554 First St, Livermore, CA 94550",safeway,4.1,991,(925) 455-5667,local.safeway.com,safeway,Safeway,37.6804056,-121.7771987,TRUE,TRUE,Supermarket,,,,,,
CID:13159780905136540191,Safeway Bakery,"1554 First St, Livermore, CA 94550",safeway,0,0,(925) 455-5667,local.safeway.com,safeway,Safeway,37.6804358,-121.777421,TRUE,TRUE,Bakery,,,,,,
CID:1151989263352298565,Safeway Pharmacy,"1554 First St, Livermore, CA 94550",safeway,0,0,(925) 455-5667,local.safeway.com,safeway,Safeway,37.6802158,-121.777172,TRUE,TRUE,Pharmacy,,,,,,
CID:8262797932674674820,Safeway Liquor,"4255 First St, Livermore, CA 94551",safeway,0,0,,safeway.com,safeway,Safeway,37.695117,-121.7430017,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:8381974689213779791,Safeway,"4495 First St, Livermore, CA 94551",safeway,4.2,1072,(925) 455-2520,local.safeway.com,safeway,Safeway,37.6951811,-121.7428648,TRUE,TRUE,Grocery,,,,,,
CID:1161023583137542145,Safeway Bakery,"4495 First St, Livermore, CA 94551",safeway,0,0,(925) 455-2520,local.safeway.com,safeway,Safeway,37.6956962,-121.742964,TRUE,TRUE,Bakery,,,,,,
CID:15689300468373333564,Safeway Bakery,"4015 E Castro Valley Blvd Castro Valley, CA 94552 Castro, Castro Valley, CA 94552",safeway,0,0,(510) 886-7351,local.safeway.com,safeway,Safeway,37.6947386,-122.0504513,TRUE,TRUE,Bakery,,,,,,
CID:2882696287866695878,Safeway,"4015 E Castro Valley Blvd, Castro Valley, CA 94552",safeway,4,600,(510) 886-7351,local.safeway.com,safeway,Safeway,37.694781,-122.0504044,TRUE,TRUE,Grocery,,,,,,
CID:10901986344593835684,Safeway Liquor,"4015 E Castro Valley Blvd, Castro Valley, CA 94552",safeway,0,0,,safeway.com,safeway,Safeway,37.6947386,-122.0504513,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:7370942325934129481,Safeway,"3334 Alhambra Ave, Martinez, CA 94553",safeway,4,909,(925) 229-0212,local.safeway.com,safeway,Safeway,38.0007472,-122.1330303,TRUE,TRUE,Supermarket,,,,,,
CID:16045499278207247031,Safeway grocery store,"3334 Alhambra Ave, Martinez, CA 94553",safeway,4.3,181,(925) 229-0212,safeway.com,safeway,Safeway,38.0006883,-122.1328414,TRUE,TRUE,"Beer, Wine & Spirits",Supermarket,,,,,
CID:5129070830727231626,Safeway,"6688 Alhambra Ave, Martinez, CA 94553",safeway,4.2,555,(925) 933-0540,local.safeway.com,safeway,Safeway,37.9579261,-122.0939505,TRUE,TRUE,Grocery,,,,,,
CID:16902166848333425291,Safeway Bakery,"6688 Alhambra Ave, Martinez, CA 94553",safeway,0,0,(925) 933-0540,local.safeway.com,safeway,Safeway,37.9579116,-122.0939524,TRUE,TRUE,Bakery,,,,,,
CID:1080655538121699612,Safeway Liquor,"6688 Alhambra Ave, Martinez, CA 94553",safeway,4.8,5,,safeway.com,safeway,Safeway,37.9579116,-122.0939524,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:45639192018993175,Safeway,"1355 Moraga Way, Moraga, CA 94556",safeway,3.9,414,(925) 376-9492,local.safeway.com,safeway,Safeway,37.8362968,-122.1285358,TRUE,TRUE,Grocery,,,,,,
CID:13745210555326367944,Safeway Bakery,"1355 Moraga Way, Moraga, CA 94556",safeway,0,0,(925) 376-9492,local.safeway.com,safeway,Safeway,37.8363493,-122.1284472,TRUE,TRUE,Bakery,,,,,,
CID:934520046024720804,Safeway Liquor,"Moraga Shopping Center, 1355 Moraga Way, Moraga, CA 94556",safeway,5,1,,safeway.com,safeway,Safeway,37.8365367,-122.1284851,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:6537919288579021524,Just For You,"1123 Lincoln Ave, Napa, CA 94558",safeway,0,0,(707) 257-7685,safeway.com,safeway,Safeway,38.3083858,-122.2947609,TRUE,TRUE,Women's Clothing,,,,,,
CID:6711189600741735753,Safeway,"3375 Jefferson St, Napa, CA 94558",safeway,4.2,1006,(707) 225-3037,local.safeway.com,safeway,Safeway,38.3211841,-122.3018271,TRUE,TRUE,Grocery,,,,,,
CID:12935057880032213899,Safeway Bakery,"3375 Jefferson St, Napa, CA 94558",safeway,0,0,(707) 225-3037,local.safeway.com,safeway,Safeway,38.3212907,-122.3017161,TRUE,TRUE,Bakery,,,,,,
CID:17852292894556671539,Safeway Liquor,"34909 Newark Blvd, Newark, CA 94560",safeway,0,0,,safeway.com,safeway,Safeway,37.5518188,-122.0499904,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:5877446657672663159,Safeway,"5877 Jarvis Ave, Newark, CA 94560",safeway,4.1,1174,(510) 713-3180,local.safeway.com,safeway,Safeway,37.5518892,-122.0499185,TRUE,TRUE,Grocery,,,,,,
CID:4069249219521763230,Safeway Bakery,"5877 Jarvis Ave, Newark, CA 94560",safeway,0,1,(510) 713-3180,local.safeway.com,safeway,Safeway,37.5518892,-122.0499185,TRUE,TRUE,Bakery,,,,,,
CID:5939498580530967668,Safeway Bakery,"2 Camino Sobrante, Orinda, CA 94563",safeway,0,0,(925) 254-8792,local.safeway.com,safeway,Safeway,37.8837343,-122.1908347,TRUE,TRUE,Bakery,,,,,,
CID:299855415845703368,Safeway,"2 Camino Sobrante, Orinda, CA 94563",safeway,4,559,(925) 254-8792,local.safeway.com,safeway,Safeway,37.8838107,-122.1909871,TRUE,TRUE,Grocery,,,,,,
CID:11746165280867462854,Safeway Liquor,"2 Camino Sobrante, Orinda, CA 94563",safeway,2.8,4,,safeway.com,safeway,Safeway,37.8837559,-122.1912659,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:2558173119802696756,Safeway,"1421 Tara Hills Dr, Pinole, CA 94564",safeway,3.9,1038,(510) 724-1525,local.safeway.com,safeway,Safeway,37.9943051,-122.3043027,TRUE,TRUE,Grocery,,,,,,
CID:18099988320229001155,Safeway Bakery,"1421 Tara Hills Dr, Pinole, CA 94564",safeway,0,0,(510) 724-1525,local.safeway.com,safeway,Safeway,37.9943565,-122.3042079,TRUE,TRUE,Bakery,,,,,,
CID:2941952943182314340,Safeway Bakery,"660 Bailey Rd, Pittsburg, CA 94565",safeway,1,2,(925) 458-0181,local.safeway.com,safeway,Safeway,38.0160585,-121.9434892,TRUE,TRUE,Bakery,,,,,,
CID:2735409404337909786,Safeway,"660 Bailey Rd, Pittsburg, CA 94565",safeway,3.9,1355,(925) 458-0181,local.safeway.com,safeway,Safeway,38.0160881,-121.9435322,TRUE,TRUE,Grocery,,,,,,
CID:2953709275416796515,Safeway Liquor,"Pittsburg, CA 94565",safeway,5,1,,safeway.com,safeway,Safeway,38.0162264,-121.9436569,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:13047464024908579176,Safeway Liquor,"1617 Lexington Ln, Pleasanton, CA 94566",safeway,0,0,,safeway.com,safeway,Safeway,37.6563035,-121.8993011,TRUE,TRUE,"Beer, Wine & Spirits",,,,,,
CID:5216574018817987435,Safeway,"1701 Santa Rita Rd, Pleasanton, CA 94566",safeway,4.2,903,(925) 417-5530,local.safeway.com,safeway,Safeway,37.6748422,-121.8744057,TRUE,TRUE,Supermarket,,,,,,
CID:10009857709690102479,Safeway Bakery,"1701 Santa Rita Rd, Pleasanton, CA 94566",safeway,0,0,(925) 417-5530,local.safeway.com,safeway,Safeway,37.6749177,-121.8745838,TRUE,TRUE,Bakery,,,,,,
CID:4885031304654582079,Safeway Bakery,"6790 Bernal Ave, Pleasanton, CA 94566",safeway,0,0,(925) 846-8644,local.safeway.com,safeway,Safeway,37.6560494,-121.8994836,TRUE,TRUE,Bakery,,,,,,
